Intent,Pattern,Response
prohibited_items,What items are prohibited in NC?,"Restriction Type: R
Details: VANILLA
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NC?,"Restriction Type: R
Details: VANILLA.
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NC?,"Restriction Type: R
Details: WAR WEAPONS; OTHER THAN REVOLVERS; PISTOLS AND BLADED WEAPONS
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NC?,"Restriction Type: R
Details: WEIGHT FOR ALL BALANCES; PARTS OF WEIGHING APPARATUS OR INSTRUMENTS
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NC?,"Restriction Type: R
Details: WHEAT OR METE FLOUR WITH 1 EXTRAC RATE OF 60% OR MORE: OTHER
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NC?,"Restriction Type: R
Details: WHEAT OR METE FLOUR WITH 1 EXTRAC RATE. 60% OR MORE IN PACKS OF 2
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NC?,"Restriction Type: R
Details: WHEAT OR WHEAT FLOUR WITH 1 EXTRAC RATE INF. 60% IN PACKS OF 2 KGS O
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Acid
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Adhesive products (containing flammable liquid)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Aerosol cans (e.g. Hairspray)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Air bags (car)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Alarm devices (gas or battery powered)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Alcohol (more than 5 litrers or more than 70% by volume)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Alumunium powder
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Ambergris; castoreum; civet and must - cantharides- bile; whether or not dried - glands and other animal products used in the  in the preparation of pharmaceutical products; fresh; chilled; frozen or otherwise provisionally preserved.
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Ammonia-based products
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Ammunition
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Animal fodder (prepared)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Antibiotics - penicillins and their derivatives; streptomycins and their derivaties; tetracyclines and their derivatives: Chloramphenicols and its derivatives; Erythromycin and its derivatives
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Anti-freeze
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Anti-personnel mines
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Antique or collectible or any painting; sculpture or other work of art
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Arms and related materials of all types including weapons and ammunition and spare parts for these goods: and nuclear weapon; missile or enrichment-related goods from Iran
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Arms and related materials of all types including weapons; ammunition; military vehicles and equipment or paramilitary equipment; including spare parts for any such goods from Libya
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Arms and related materials of all types; including weapons and ammunition and spare parts for such goods from Democratic People's Republic of Korea (North Korea)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Articles of human hair
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Artificial flowers
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Asbestos in its raw fibrous state
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Barometers
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Base metals and articles of base metal
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Battery fluid
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Beverages; spirits and vinegar
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Birds; bees; dairy and plant products
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Blasting caps
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Bleach
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Books; magazines; video recordings; films; computer disks; sound recordings and so on; that are objectionable within the meaning of the Films; Videos; and Publications Classification Act 1993
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Brake Fluid
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Bullets
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Bullion
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Butane
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Camphor
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Cannabis utensils such bongs; hash pipes; hookahs and certain roach clips and methamphetamine pipes.::::Cannabis and methamphetamine smoking utensils; cannabis seeds; etc.;
More Info:  
Last Updated: 2019-03-18 10:58:30"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Caps for starting guns or toy guns
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Carbon paper
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Cash; currency or vouchers/ gift cards
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Caustic soda
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Charcoal
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Chemical
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Chemical weapons and a range of chemicals that may be used in the manufacture of chemical weapons
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Chlorates
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Chlorines
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Christmas crackers
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Cleaning maerials (liquid or powder)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Cloned and hybrid human embryos
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Compressed air
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Coral and similar materials; unworked or simply prepared but not otherwise worked - shells of molluscs; crustaceans or echinoderms and cuttle-bone etc.
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Dead animals
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Deodorant (aerosols)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Diamonds from Cote d'Ivoire
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Disinfectants
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Drugs (unless in prescription quantities): controlled drugs such as cocaine; canabis
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Dry ice
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Endangered; threatened  and exploited species
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Essential oils (e.g. Eucalyptus; tea tree)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Explosives: pyrotechnic products: matches:  pyrophoric alloy: certain combustible preparations
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Fertilisers
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Fibreglass repair kits
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Fire extinguishers containing or designed to use halons
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Fire lighters
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Firearms; parts of firearms and restricted weapons (e.g: mace; pepper sprays; stun guns; mines; grenades and certain airguns)::::Prohibited knives and edged/offensive weapons (knuckle dusters; flick knives;::butterfly knives; swordsticks); crossbows; defensive chemical dispensers (mace;::pepper spray; tear gas; etc.); electric stun guns; etc.;
More Info:  
Last Updated: 2020-05-26 12:24:02"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Fireworks
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: First aid kits
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Fish and crustaceans; molluscs and other aquatic invertebrates: southern bluefin tuna: trout and trout products: antarctic toothfish and patagonian toothfish
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Flammable liquids and solids
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Flint lighters
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Foodstuffs (prepared)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Furs and skins (untreated)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Gas (e.g. Propane; butane; hydrogen; helium)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Gas Cylinders (e.g. Camping gas cylinders - full or empty)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Generators (fuel powered)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Glue (e.g. Flammable; quick drying)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Grenades
More Info: EPA
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Hair colouring/ bleaches
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Hair or bristle from animals including goods which incorporate hair or bristle
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Hairspray
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Human remains; human bones and other human tissues
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Ice machines
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Igniters
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Indecent goods
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Inorganic chemicals: organic or inorganic compounds of precious meals; or rare-earth metals; of radioactive elements or of isotopes
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Insecticides; rodenticides; fungicides; herbicides
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Iraqi cultural property; ie. Items of archeological; historical; cultural; rare scietific and religious importance illegally removed from the Iraq National Museum and the other locations in Iraq
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Ivory; tortoise-shell; whalebone and whalebone hair; horns; antlers; hooves; nails; claws and beak etc
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Jewellery; watches; precious metals or stones
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Kerosene
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Knives (with the exception of any folding pocket knives) with a blade less than 10 cm in length; any knife that: - is designed for ease of concealment on the person: or - has a double-edged blade that is designed or suitable for stabbing or throwing (as opposed to cutting): or - is a knife of that kinds known as 'urban skinner'; terminator; 'black eagle'; 'black dagger'; or throwing knife
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Knives having a blade that is released from the handle or sheath by the force of gravity or the application of centrifugal force; and that when released is locked in place by means of a button; spring; lever or other device - sometimes known as a 'gravity knife' or 'butterfly knife'.
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Knives having a blade that opens automatically by hand pressure applied to a button; spring or other device in or attached to the handle of the knife - sometimes known as 'flick knife' or 'flick gun'
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Knuckledusters
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Laser pointers: hand held high power
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Laundry detergents
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Lighter fluid
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Liquid nitrogen
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Live animals; animal products
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Marine mammals
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Medicines
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Medicines containing pseudoephedrine;
More Info:  
Last Updated: 2019-03-18 12:26:15"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Methamphetamine utensils
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Mineral fuels; mineral oils and products of their distillation; bituminous substances: mineral waxes
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Mineral products
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Miscellaneous chemical products
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Miscellaneous manufactured  articles
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Money; coins; bank notes or any other forms of currency; counterfeit or otherwise
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Motor fuels
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Munitions
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Nail polish and nail polish remover
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Noxious substance or thing
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Objectionable material (such as obscene and immoral articles) contained on items like videotapes; films; records; CD-ROMs and in publications.
More Info:  
Last Updated: 2019-03-18 12:26:24"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Ores; slag and ash
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Organic chemicals
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Oven cleaners (containing caustic soda)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Oxidising substances
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Oxygen cylinders; including compressed air
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Ozone depleting substances
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Paint (oil based)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Party poppers
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Pearls (Natural or cultured)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Perfume (including aftershave; cologne)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Perishable items
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Peroxides
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Persistent organic pollutants (POPs) covered by the Stockholm Convention; eg. Aldrin; DDT; dieldrin; endrin; PCBs
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Petrol
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Pharmaceutical products
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Phosphorus
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Plant material (e.g. seeds; bouquets; conifer sprigs; Christmas cards with seeds; pot pourri); – Trees including pine/spruce (e.g. Christmas wreaths; pine cones and wood chips); – Animal products (e.g. honey; meat); – Fresh food (e.g. chestnuts; citrus); – Wooden items and products.
More Info:  
Last Updated: 2019-03-18 10:01:12"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Plastic solvent
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Please check on the destination customs website; for any other restrictions and prohibitions
More Info: https://www.customs.govt.nz/
Last Updated: 2020-05-19 12:09:55"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Poisons (e.g. Cyanide; lead; arsenic)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Polish
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Polyester resin kits
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Potpourri
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Precious metals; metals clad with precious metals and articles thereof; imitation jewellery; coins; banknotes or any other form of currency
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Precious or semi-precious stones
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Prepared feathers and down and articles made of feathers or of down
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Products of the chemical or allied industries
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Propane
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Propellant powders
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Psychoactive substances
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Pulp of wood or of other fibrous cellulose material: waste and scrap of paper or paperboard: paper and paperboard and articles thereof
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Radioactive substances
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Residual products of the chemical or allied industries; not elsewhere specified or included: municipal waste: sewage
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Residues and waste from the food industries
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Rough diamonds
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Rubber hot water bottles
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Safety fuses
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Shock absorbers (gas or compressed air)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Signals; distress
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Signals; smoke
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Sodium
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Solvents
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Sparklers
More Info: EPA
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Stun guns; tasers and stun batons
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Sulphuric acid
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Swimming pool chemicals
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Swordsticks
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Tea tree oil
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Textile dyes
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Theatrical flares
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Thermometers (mercury)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Tobacco and manufactured tobacco substitutes
More Info: www.customs.govt.nz/tobacco
Last Updated: 2020-06-09 12:24:29"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Toner (e.g. Photocopier toner; toner cartridges)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Toxic
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Toy detonating caps
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in NZ?,"Restriction Type: P
Details: Travelers cheques; deeds; negotiable instruments (including any bearer security; bill of exchange or uncrossed cheque); bonds or shares; credit or bank cards; tickets for any games of chance
More Info:  
Last Updated: 2016-01-01 00:00:00"
